date,symbol,price,pe_ratio,to_buy,sma_10d,sma_100d,sma_50d,std_10d,sma_10d_1weeks_ago,sma_10d_1months_ago,sma_10d_2months_ago,sma_10d_3months_ago,sma_10d_4months_ago,sma_10d_5months_ago,sma_10d_6months_ago,sma_10d_7months_ago,sma_10d_11months_ago,month,RnD_expenses,revenues,GP,netIncome,dividendsPaid,sector,ebitda,income_lag_days,marketCap,total_debt,balance_lag_days,other_expenses,cashcasheq,netDebt,curr_est_eps,curr_est_rev,future_est_rev,EV,max_in_4M,max4M_lag,min_in_4M,min4M_lag,max_minus_min,var_price_to_minmax,maxPercen_4M,max_in_1M,max1M_lag,min_in_1M,min1M_lag,max_minus_min1M,var_price_to_minmax1M,maxPercen_1M,max_in_2W,max2W_lag,min_in_2W,min2W_lag,max_minus_min2W,var_price_to_minmax2W,maxPercen_2W,max_in_8M,max8M_lag,dist_max8M_4M,min_in_8M,min8M_lag,dist_min8M_4M,max_minus_min8M,var_price_minmax8M,maxPercen_8M,ebitdaMargin,Spread1Mby8M,Spread4Mby8M,Spread1Mby4M,debtToPrice,markRevRatio,eps_growth,pe,peg,PS_to_PEG,netDebtToPrice,dividend_payout_ratio,EVEbitdaRatio,EVGP,EVRevenues,fwdPriceTosale,fwdPriceTosale_diff,var_sma50D,var_sma100D,var_sma10D,var_sma10D_50D,var_sma50D_100D,var_sma10D_100D,relative_std,deriv_1w,deriv_1m,deriv_2m,deriv_3m,deriv_4m,deriv_5m,deriv_6m,deriv_max4M,deriv_min4M,deriv_max8M,deriv_min8M,deriv_1w1m_growth,deriv_1m2m_growth,deriv_3m4m_growth,1W_return,price_to_SMA10d_1W,price_to_SMA10d_5M,1M_return,2M_return,3M_return,4M_return,5M_return,6M_return,7M_return,1y_return,1M_1W_growth,2M_1W_growth,1M1W_2M1W_growth,2M_1M_growth,3M_2M_growth,4M_3M_growth,1Y_6M_growth,price_to_sma_10d_ratio,price_to_sma_50d_ratio,price_to_sma_100d_ratio,sma_10d_to_sma_50d_ratio,sma_10d_to_sma_100d_ratio,sma_50d_to_sma_100d_ratio,smas_above_count,price_above_all_sma,price_below_all_sma,combined_valuation_score,market_cap_quintile,return_to_pe,sma10_yoy_growth
2022-12-06,CCL,9.3,-7.32,1,9.69,9.31,8.71,0.24,9.71,8.77,8.21,9.73,9.23,9.55,13.28,17.39,20.99,12,0,3839000000,174000000,-1598000000,0,consumer cyclical,-541000000,6,11718000000.0,35881000000,6,568000000,4029000000,31852000000,-0.88,3931120961.0,4318393950.0,43570000000.0,11.19,112,6.38,57,4.81,0.61,0.2,11.16,21,8.56,27,2.6,0.28,0.2,10.0,4,9.3,0,0.7,0.0,0.08,19.91,231,119,6.38,57,0,13.53,0.22,1.14,-0.14,0.19,0.36,0.54,3.06,3.05,-0.32,-10.53,33.19,10.87,2.72,-0.0,-80.54,250.4,11.35,2.71,-0.34,0.07,-0.0,-0.04,0.11,-0.06,0.04,0.03,-1.64,0.53,0.54,-0.14,0.02,-0.05,-0.66,-0.02,0.05,-0.05,0.05,-4.09,-0.03,-9.19,-0.04,0.96,0.97,0.06,0.13,-0.04,0.01,-0.03,-0.3,-0.47,-0.56,0.11,0.18,-0.41,0.07,-0.16,0.05,-0.37,-0.04,0.07,-0.0,0.11,0.04,-0.06,1,0,0,48.13,4,0.0,-53.84
2021-11-19,NCLH,23.09,-10.08,0,25.45,25.75,26.27,1.74,27.17,26.56,24.94,24.78,25.74,31.9,28.02,29.6,26.25,11,0,153081000,-286675000,-845885000,0,consumer cyclical,-498464000,50,9045220306.0,12408533000,50,4720000,1934816000,10473717000,-2.03,233389303.0,571853187.0,19518937306.0,28.92,14,22.6,107,6.32,0.08,0.25,28.92,14,23.09,0,5.83,0.0,0.25,28.24,11,23.09,0,5.15,0.0,0.22,33.71,164,150,21.87,123,16,11.84,0.1,0.46,-3.26,0.49,0.53,0.92,1.37,59.09,-0.21,-11.37,54.43,0.92,1.16,-0.0,-39.16,-68.09,127.51,15.82,-43.27,-0.12,-0.1,-0.09,-0.03,0.02,-0.01,0.08,-16.32,-3.47,-0.93,-0.56,-0.66,-1.76,-0.82,-0.42,0.0,-0.06,0.01,3.7,2.75,-0.15,-0.15,0.85,0.72,-0.13,-0.07,-0.07,-0.1,-0.28,-0.18,-0.22,-0.12,0.02,0.09,-0.74,0.06,0.01,-0.04,0.07,-0.09,-0.12,-0.1,-0.03,-0.01,0.02,0,0,1,-16.05,4,0.01,-3.05
2021-11-19,HRB,24.47,-28.79,0,24.54,24.78,24.71,0.21,24.32,24.92,25.22,25.47,23.73,24.98,24.12,22.38,16.13,11,0,192624000,53031000,-151601000,-48996000,consumer cyclical,-138773000,50,4217505096.0,2406875000,50,284000,891739000,1515136000,-1.03,168718090.0,148900162.0,5732641096.0,26.27,72,22.76,17,3.51,0.49,0.07,25.24,14,22.76,17,2.48,0.69,0.03,24.97,9,24.24,1,0.73,0.32,0.02,26.27,72,0,19.82,240,223,6.45,0.72,0.07,-0.72,0.38,0.54,0.71,0.57,21.9,0.14,-23.82,-172.54,-7.88,0.36,0.32,-41.31,108.1,29.76,28.32,6.43,-0.01,-0.01,-0.0,-0.01,-0.0,-0.01,0.01,0.6,-0.45,-0.38,-0.33,0.18,-0.1,0.06,-0.03,0.1,-0.03,0.02,-2.33,0.2,-2.8,0.01,1.01,0.98,-0.02,-0.03,-0.04,0.03,-0.02,0.01,0.09,0.52,-0.02,-0.04,-0.33,-0.01,-0.01,0.07,0.5,-0.0,-0.01,-0.01,-0.01,-0.01,-0.0,0,0,1,-32.39,3,0.0,52.14
2021-11-19,RCL,80.47,-14.4,0,86.0,83.09,86.84,3.91,89.59,87.29,82.02,78.62,77.76,89.84,82.45,87.53,77.19,11,0,456958000,-356733000,-1424554000,0,consumer cyclical,-680155000,50,20490847646.0,21459943000,50,37230000,3289326000,18170617000,-4.39,567028131.0,1043640510.0,38661464646.0,96.67,14,72.65,107,24.02,0.33,0.2,96.67,14,80.47,0,16.2,0.0,0.2,93.71,11,80.47,0,13.24,0.0,0.16,96.98,170,156,69.51,123,16,27.47,0.4,0.21,-1.49,0.59,0.87,0.67,1.05,44.84,-0.11,-18.31,168.67,3.76,0.89,-0.0,-56.84,-108.38,84.61,19.63,-25.21,-0.07,-0.03,-0.06,-0.01,0.05,0.04,0.05,-36.48,-6.82,-0.77,0.62,0.68,-1.87,-0.33,-1.16,0.07,-0.1,0.09,4.35,7.8,-0.09,-0.1,0.9,0.9,-0.08,-0.02,0.02,0.03,-0.1,-0.02,-0.08,0.04,0.03,0.09,-0.71,0.06,0.04,0.01,0.07,-0.06,-0.07,-0.03,-0.01,0.04,0.05,0,0,1,-3.72,5,-0.0,11.41
2023-05-24,ZETA,8.58,-22.58,0,8.35,9.53,9.61,0.23,8.34,10.19,10.11,9.57,8.74,8.68,8.55,7.2,5.44,5,18519000,157602000,103252000,-56955000,0,technology,-42484000,54,1694831330.0,183840000,54,11825000,107794000,76046000,-0.3,150253463.0,161972305.0,1770877330.0,11.02,82,8.08,8,2.94,0.17,0.28,9.93,23,8.08,8,1.85,0.27,0.16,8.84,1,8.08,8,0.76,0.66,0.03,11.02,82,0,6.16,240,232,4.86,0.5,0.28,-0.27,0.38,0.6,0.63,0.11,10.75,-0.07,-28.74,429.0,39.89,0.04,-0.0,-41.68,17.15,11.24,10.46,-0.29,-0.11,-0.1,0.03,-0.13,0.01,-0.12,0.03,0.96,-1.61,-0.76,-0.33,-0.04,-0.02,0.0,-0.03,0.06,-0.03,0.01,-1.6,1.1,7.25,0.03,1.03,0.99,-0.16,-0.15,-0.1,-0.02,-0.01,0.0,0.19,0.58,-0.18,-0.18,0.04,0.01,0.06,0.09,0.57,0.03,-0.11,-0.1,-0.13,-0.12,0.01,1,0,0,93.93,2,0.0,53.49
2023-05-24,CLBT,5.7,-25.91,1,5.53,5.46,5.64,0.08,5.51,5.67,5.82,5.63,4.55,4.23,4.74,4.4,5.03,5,21131000,71234000,58828000,-40605000,0,technology,2583000,54,1072342675.0,14828000,54,0,98972000,-84144000,0.01,69442858.0,72523174.0,988198675.0,6.15,85,4.95,100,1.2,0.62,0.08,5.75,15,5.3,27,0.45,0.89,0.01,5.7,0,5.4,8,0.3,1.0,0.0,6.15,85,0,3.92,236,136,2.23,0.8,0.08,0.04,0.2,0.54,0.38,0.01,15.05,0.92,719.7,781.14,51.89,-0.08,-0.0,382.58,16.8,13.87,14.79,-0.27,0.01,0.04,0.03,-0.02,0.03,0.01,0.01,0.76,0.03,-0.06,0.02,0.29,0.29,0.16,-0.01,0.01,-0.01,0.01,24.33,-1.5,-0.92,0.03,1.03,1.35,0.01,-0.02,0.01,0.25,0.35,0.2,0.3,0.13,-0.03,-0.05,-0.47,-0.03,0.03,0.24,-0.06,0.03,0.01,0.04,-0.02,0.01,0.03,3,1,0,475.05,1,0.0,9.94
2023-05-24,ALK,44.03,-39.67,1,44.04,45.5,42.34,0.97,43.27,43.03,40.23,48.91,49.34,44.07,46.42,41.49,40.85,5,0,2196000000,121000000,-142000000,0,industrials,-74000000,54,5611183200.0,3731000000,54,177000000,516000000,3215000000,-0.48,2194553917.0,2766066996.0,8826183200.0,53.58,111,38.13,61,15.45,0.38,0.22,45.25,7,42.09,20,3.16,0.61,0.03,45.25,7,42.64,8,2.61,0.53,0.03,53.58,111,0,38.13,61,0,15.45,0.38,0.22,-0.03,0.2,1.0,0.2,0.66,2.56,-6.63,-91.52,13.81,5.4,0.57,-0.0,-119.27,72.94,4.02,2.03,-0.53,0.04,-0.03,-0.0,0.04,-0.07,-0.03,0.02,3.04,1.0,1.9,-1.63,-1.33,-0.01,-0.4,-0.09,0.1,-0.09,0.1,2.04,-0.47,0.23,0.02,1.02,1.0,0.02,0.09,-0.1,-0.11,-0.0,-0.05,0.06,0.08,0.01,0.08,-0.93,0.07,-0.18,-0.01,0.14,-0.0,0.04,-0.03,0.04,-0.03,-0.07,1,0,0,-31.01,3,0.0,7.81
2021-03-08,NCLH,29.31,-11.68,0,30.34,23.31,25.78,1.6,27.93,23.71,24.8,24.5,16.39,17.2,17.24,13.83,10.85,3,0,9579000,-197413000,-738933000,-850000000,consumer cyclical,-377373000,67,9653927202.0,11806119000,67,-1324000,3300482000,8505637000,-2.17,2606331.0,11187381.0,18159564202.0,33.13,5,18.85,116,14.28,0.73,0.13,33.13,5,23.54,24,9.59,0.6,0.13,33.13,5,28.62,13,4.51,0.15,0.13,33.13,5,0,13.06,217,101,20.07,0.81,0.13,-39.4,0.48,0.71,0.67,1.22,1007.82,-0.07,-13.49,195.75,0.19,0.88,1.15,-48.12,-91.99,1895.77,862.93,-144.89,0.14,0.26,-0.03,0.18,0.11,0.3,0.05,5.52,5.6,2.25,1.6,3.23,2.42,2.01,-0.76,0.09,-0.76,0.07,-0.01,1.48,-0.5,0.05,1.05,1.7,0.24,0.18,0.2,0.79,0.7,0.7,1.12,1.7,0.18,0.13,0.41,-0.04,0.01,0.49,0.59,-0.03,0.14,0.26,0.18,0.3,0.11,2,0,0,10.54,4,-0.01,179.63
2021-03-08,AAL,21.47,-5.64,1,21.22,15.62,17.48,0.5,19.81,17.08,15.61,15.53,11.29,12.7,13.28,11.8,11.53,3,0,4028000000,-1855000000,-2178000000,0,industrials,-1872000000,67,13625055230.0,39270000000,67,583000000,245000000,39025000000,-4.11,3875493068.0,4043173416.0,52650055230.0,22.17,5,11.74,116,10.43,0.93,0.03,22.17,5,16.99,25,5.18,0.86,0.03,22.17,5,20.45,3,1.72,0.59,0.03,22.17,5,0,10.95,131,15,11.22,0.94,0.03,-0.46,0.46,0.93,0.5,2.88,3.38,0.05,-5.22,-110.94,-32.8,2.86,-0.0,-28.13,-28.38,13.07,3.37,-0.01,0.23,0.37,0.01,0.21,0.12,0.36,0.02,6.64,4.39,2.93,1.98,2.54,1.75,1.36,-0.14,0.08,-0.14,0.08,0.51,0.5,-0.22,0.08,1.08,1.69,0.26,0.38,0.38,0.9,0.69,0.62,0.82,0.86,0.16,0.27,-0.41,0.09,0.01,0.38,0.15,0.01,0.23,0.37,0.21,0.36,0.12,3,1,0,-43.17,4,-0.07,84.04
2021-03-08,RCL,87.91,-14.44,0,91.71,72.72,75.72,2.87,85.25,68.37,72.6,81.25,56.93,65.94,68.3,49.94,31.27,3,0,34139000,-231118000,-1366933000,-324206000,consumer cyclical,-786400000,67,21349716932.0,19995596000,67,-9551000,3684474000,16311122000,-5.2,35618616.0,43883864.0,37660838932.0,96.66,12,65.0,38,31.66,0.72,0.1,96.66,12,67.63,24,29.03,0.7,0.1,96.66,12,86.51,3,10.15,0.14,0.1,96.66,12,0,47.12,242,204,49.54,0.82,0.1,-23.04,0.59,0.64,0.92,0.94,625.38,-0.11,-16.92,149.35,0.24,0.76,0.24,-47.89,-162.95,1103.16,486.5,-138.87,0.16,0.21,-0.04,0.21,0.04,0.26,0.03,10.64,19.54,7.66,2.22,7.74,4.39,3.27,-0.73,0.6,-0.73,0.17,-0.46,1.55,-0.71,0.03,1.03,1.33,0.29,0.21,0.08,0.54,0.33,0.29,0.76,1.81,0.25,0.17,0.42,-0.06,-0.11,0.43,1.18,-0.04,0.16,0.21,0.21,0.26,0.04,2,0,0,-19.6,5,-0.0,193.28
2022-11-11,HRB,40.47,-38.54,0,40.22,41.24,41.93,0.91,40.61,40.79,45.11,40.81,36.11,35.73,25.85,26.31,23.75,11,0,179985000,19727000,-167367000,-43093000,consumer cyclical,-171876000,42,6237195930.0,1907812000,42,120599000,322824000,1584988000,-1.08,181763333.0,148888333.0,7822183930.0,48.44,85,36.74,116,11.7,0.32,0.2,41.65,14,38.51,9,3.14,0.62,0.03,41.38,10,38.51,9,2.87,0.68,0.02,48.44,85,0,23.77,185,69,24.67,0.68,0.2,-0.95,0.13,0.47,0.27,0.31,34.65,0.37,-37.3,-101.81,-2.94,0.25,0.26,-45.51,396.52,43.46,41.89,7.24,-0.03,-0.02,0.01,-0.04,0.02,-0.02,0.02,-0.56,-0.32,-2.32,-0.11,1.09,0.95,2.44,-0.09,0.03,-0.09,0.09,0.75,-0.86,-1.1,-0.0,1.0,1.13,-0.01,-0.1,-0.01,0.12,0.13,0.57,0.54,0.7,-0.0,-0.1,-0.96,-0.1,0.11,0.13,0.09,0.01,-0.03,-0.02,-0.04,-0.02,0.02,1,0,0,52.98,3,0.0,69.35
2022-11-11,FSLY,9.96,-19.15,0,8.71,10.11,8.74,0.6,8.5,8.86,9.14,11.8,12.58,12.66,14.3,18.23,39.24,11,38957000,108504000,52679000,-63420000,0,technology,-43721000,42,1230926520.0,836545000,42,1877000,87897000,748648000,-0.17,103469017.0,114985170.0,1979574520.0,13.21,100,7.44,28,5.77,0.44,0.33,9.96,0,7.44,28,2.52,1.0,0.0,9.96,0,7.9,9,2.06,1.0,0.0,19.69,206,106,7.44,28,0,12.25,0.21,0.98,-0.4,0.21,0.47,0.44,0.68,11.34,-0.25,-58.95,239.65,21.13,0.61,-0.0,-45.28,37.58,18.24,10.71,-0.64,0.14,-0.01,0.14,-0.0,-0.14,-0.14,0.06,5.84,1.1,0.41,-0.61,-0.65,-0.54,-0.72,-0.03,0.09,-0.05,0.09,4.31,1.68,-0.06,0.17,1.17,0.79,0.12,0.09,-0.16,-0.21,-0.21,-0.3,-0.45,-0.75,-0.04,-0.07,-0.42,-0.03,-0.23,-0.06,-0.64,0.14,0.14,-0.01,-0.0,-0.14,-0.14,2,0,0,43.25,1,0.0,-77.8
2022-11-11,ASTS,8.83,-14.72,0,7.09,8.11,7.73,0.71,6.42,7.26,11.24,7.95,6.45,7.83,7.97,10.32,9.34,11,28035000,4168000,1643000,-32052000,0,technology,-39308000,42,1153877273.0,12818000,42,1172000,198869000,-186051000,-1.03,4559854.0,3675000.0,967826273.0,13.93,87,5.91,15,8.02,0.36,0.58,8.83,0,5.91,15,2.92,1.0,0.0,8.83,0,6.21,8,2.62,1.0,0.0,13.93,87,0,5.91,15,0,8.02,0.36,0.58,-9.43,0.36,1.0,0.36,0.01,276.84,-0.8,-8.57,10.78,0.04,-0.16,-0.0,-24.62,589.06,232.2,313.98,37.14,0.14,0.09,0.25,-0.08,-0.05,-0.13,0.08,9.64,1.57,-1.2,0.29,0.6,0.2,0.14,-0.06,0.19,-0.06,0.19,5.14,-2.3,-0.51,0.38,1.38,1.13,0.22,-0.21,0.11,0.37,0.13,0.11,-0.14,-0.05,-0.12,-0.43,-0.73,-0.35,0.41,0.23,-0.15,0.25,0.14,0.09,-0.08,-0.13,-0.05,3,1,0,141.66,1,-0.01,-24.09
2022-11-11,BA,177.49,-31.98,1,160.84,149.64,143.67,12.46,145.61,129.7,158.15,165.75,138.25,135.45,145.72,185.17,202.38,11,727000000,15956000000,-822000000,-3308000000,0,industrials,-2018000000,42,106298761000.0,57219000000,42,288000000,13494000000,43725000000,0.11,17911226891.0,20317390516.0,150023761000.0,177.58,1,121.08,42,56.5,1.0,0.0,177.58,1,130.42,30,47.16,1.0,0.0,177.58,1,142.51,11,35.07,1.0,0.0,194.91,226,225,115.86,151,109,79.05,0.78,0.1,-0.13,0.6,0.71,0.83,0.54,6.66,0.66,1635.85,2464.8,369.98,0.41,-0.0,-74.34,-182.51,9.4,5.23,-1.43,0.24,0.19,0.1,0.12,-0.04,0.07,0.07,127.52,47.79,9.67,3.91,9.81,8.41,5.3,-0.09,1.34,-0.08,0.41,1.67,3.94,-0.6,0.22,1.22,1.31,0.37,0.12,0.07,0.28,0.31,0.22,-0.04,-0.12,0.12,-0.08,-2.55,-0.18,-0.05,0.2,-0.28,0.1,0.24,0.19,0.12,0.07,-0.04,3,1,0,960.95,5,0.0,-20.53
2024-09-03,AIV,9.06,-21.07,0,9.01,8.39,8.73,0.24,8.79,8.99,8.13,8.05,8.05,7.95,7.48,7.63,6.84,9,0,51148000,29038000,-60526000,0,real estate,-2393000,65,1266732960.0,1340061000,65,-1286000,109398000,1230663000,-0.1,51200000.0,52580000.0,2497395960.0,9.35,5,7.76,96,1.59,0.82,0.03,9.35,5,8.62,26,0.73,0.6,0.03,9.35,5,8.75,13,0.6,0.52,0.03,9.35,5,0,7.17,190,94,2.18,0.87,0.03,-0.05,0.33,0.73,0.46,1.06,24.77,0.1,-90.6,-906.0,-36.58,0.97,-0.0,-1043.63,86.0,48.83,24.09,-0.67,0.04,0.08,0.01,0.03,0.04,0.07,0.03,1.08,0.07,0.46,0.34,0.25,0.22,0.26,-0.06,0.01,-0.06,0.01,14.43,-0.85,0.33,0.03,1.03,1.14,0.01,0.11,0.13,0.13,0.14,0.21,0.19,0.32,-0.02,0.08,-1.27,0.11,0.01,0.0,0.09,0.01,0.04,0.08,0.03,0.07,0.04,3,1,0,-488.56,1,-0.0,31.73
