date,symbol,price,est_eps_growth,to_buy,sma_10d,sma_50w,sma_100d,sma_200d,sma_50d,std_10d,sma_10d_1weeks_ago,sma_10d_1months_ago,sma_10d_2months_ago,sma_10d_3months_ago,sma_10d_4months_ago,sma_10d_5months_ago,sma_10d_6months_ago,sma_10d_7months_ago,sma_10d_11months_ago,month,RnD_expenses,revenues,GP,netIncome,dividendsPaid,sector,ebitda,income_lag_days,marketCap,total_debt,balance_lag_days,other_expenses,cashcasheq,netDebt,curr_est_eps,curr_est_rev,future_est_rev,EV,max_in_4M,max4M_lag,min_in_4M,min4M_lag,max_minus_min,var_price_to_minmax,maxPercen_4M,max_in_1M,max1M_lag,min_in_1M,min1M_lag,max_minus_min1M,var_price_to_minmax1M,maxPercen_1M,max_in_2W,max2W_lag,min_in_2W,min2W_lag,max_minus_min2W,var_price_to_minmax2W,maxPercen_2W,max_in_8M,max8M_lag,dist_max8M_4M,min_in_8M,min8M_lag,dist_min8M_4M,max_minus_min8M,var_price_minmax8M,maxPercen_8M,ebitdaMargin,Spread1Mby8M,Spread4Mby8M,Spread1Mby4M,debtToPrice,markRevRatio,eps_growth,pe,peg,PS_to_PEG,netDebtToPrice,dividend_payout_ratio,EVEbitdaRatio,EVGP,EVRevenues,fwdPriceTosale,fwdPriceTosale_diff,var_sma50D,var_sma100D,var_sma10D,var_sma10D_50D,var_sma50D_100D,var_sma50D_200D,var_sma10D_100D,var_sma10D_200D,relative_std,deriv_1w,deriv_1m,deriv_2m,deriv_3m,deriv_4m,deriv_5m,deriv_6m,deriv_min4M,deriv_max8M,deriv_min8M,deriv_1w1m_growth,deriv_1m2m_growth,deriv_3m4m_growth,1W_return,price_to_SMA10d_1W,price_to_SMA10d_5M,1M_return,2M_return,3M_return,4M_return,5M_return,6M_return,7M_return,1y_return,1M_1W_growth,2M_1W_growth,1M1W_2M1W_growth,2M_1M_growth,3M_2M_growth,4M_3M_growth,1Y_6M_growth,price_to_sma_10d_ratio,price_to_sma_50d_ratio,price_to_sma_100d_ratio,price_to_sma_200d_ratio,sma_10d_to_sma_50d_ratio,sma_10d_to_sma_100d_ratio,sma_10d_to_sma_200d_ratio,sma_50d_to_sma_100d_ratio,sma_50d_to_sma_200d_ratio,sma_100d_to_sma_200d_ratio,golden_cross,death_cross,smas_above_count,price_above_all_sma,price_below_all_sma,combined_valuation_score,market_cap_quintile,return_to_pe,sma10_yoy_growth
2022-01-28,COP,89.22,0.45,1,86.59,62.97,72.84,64.66,76.19,2.16,84.32,70.96,72.4,75.34,61.94,54.62,55.97,60.31,50.42,1,62000000,15120000000,5296000000,2627000000,-609000000,energy,6431000000,28,116158194600,19934000000,28,295000000,5028000000,14906000000,2.19,13453129850,17321882875,131064194600,89.74,1,66.06,39,23.68,0.98,0.01,89.74,1,71.68,28,18.06,0.97,0.01,89.74,1,78.78,4,10.96,0.95,0.01,89.74,1,0,51.41,162,123,38.33,0.99,0.01,0.43,0.47,0.62,0.76,0.17,7.68,0.45,40.83,90.6,11.79,0.13,-0.23,20.38,24.75,8.67,6.71,-0.98,0.17,0.22,0.03,0.14,0.05,0.18,0.19,0.34,0.02,19.6,18.26,8.41,4.63,6.82,6.92,5.54,0.59,-0.52,0.23,0.07,1.17,-0.32,0.06,1.06,1.63,0.26,0.23,0.18,0.44,0.63,0.59,0.48,0.77,0.19,0.16,0.14,-0.02,-0.04,0.22,0.11,0.03,0.17,0.22,0.38,0.14,0.19,0.34,0.05,0.18,0.13,1,0,4,1,0,44.14,4,0.0,71.74
2023-05-08,NUE,141.62,0.43,0,145.35,138.78,153.28,142.92,152.69,2.94,149.98,148.92,170.25,170.37,135.81,150.18,133.23,111.22,131.61,5,0,8709980000,1998202000,1136542000,-130525000,basic materials,1886825000,37,35425393280,6670947000,37,0,3800034000,2870913000,3.87,9034523917,9620650115,38296306280,182.68,94,138.88,4,43.8,0.06,0.29,158.35,18,138.88,4,19.47,0.14,0.12,152.68,13,138.88,4,13.8,0.2,0.08,182.68,94,0,102.86,224,220,79.82,0.49,0.29,0.22,0.24,0.55,0.44,0.19,4.07,0.43,36.61,84.92,20.88,0.08,-0.11,20.3,19.17,4.4,3.68,-0.38,-0.07,-0.08,-0.03,-0.05,-0.0,0.07,-0.05,0.02,0.02,-33.44,-7.3,-14.31,-9.58,1.45,-1.71,1.4,0.69,-0.44,0.17,3.58,-0.49,-7.6,-0.06,0.94,0.94,-0.05,-0.17,-0.17,0.04,-0.06,0.06,0.27,0.08,0.01,-0.12,-1.06,-0.13,-0.0,0.25,0.01,-0.03,-0.07,-0.08,-0.01,-0.05,-0.05,0.02,-0.0,0.07,0.07,1,0,0,0,1,40.25,2,-0.0,10.44
2023-05-08,DAL,34.2,7.08,1,33.81,33.84,35.82,34.23,34.77,0.65,34.26,33.4,38.41,39.35,33.48,34.96,33.4,29.2,39.84,5,0,12759000000,858000000,-363000000,0,industrials,285000000,38,21853800000,29560000000,38,563000000,3215000000,26345000000,0.3,11981852480,14439361208,48198800000,40.34,95,31.04,45,9.3,0.34,0.18,36.19,19,32.44,25,3.75,0.47,0.06,35.16,7,32.68,4,2.48,0.61,0.03,40.34,95,0,27.2,217,172,13.14,0.53,0.18,0.02,0.29,0.71,0.4,1.35,1.71,7.08,115.04,16.26,9.49,1.21,-0.0,169.12,56.18,3.78,1.51,-0.2,-0.02,-0.05,0.01,-0.03,-0.03,0.02,-0.06,-0.01,0.02,-0.24,0.8,-2.1,-1.72,0.18,-0.15,0.13,0.07,-0.06,0.03,-1.3,-1.38,-10.54,-0.0,1.0,0.98,0.02,-0.11,-0.13,0.02,-0.02,0.02,0.17,-0.14,0.03,-0.11,-1.24,-0.13,-0.02,0.18,-0.16,0.01,-0.02,-0.05,-0.0,-0.03,-0.06,-0.01,-0.03,0.02,0.05,1,0,1,0,0,89.15,1,-0.0,-15.14
2023-05-08,F,12.02,0.3,0,11.8,12.91,12.36,13.11,12.13,0.18,11.96,12.17,12.48,13.39,11.65,13.63,13.31,11.96,13.48,5,0,41474000000,4619000000,1757000000,-3193000000,consumer cyclical,4092000000,38,48116060000,140691000000,38,-73000000,22144000000,118547000000,0.42,39249729286,43168314375,166663060000,14.6,95,11.12,52,3.48,0.26,0.21,13.08,26,11.44,11,1.64,0.35,0.09,12.29,7,11.44,11,0.85,0.68,0.02,15.74,238,143,10.9,131,79,4.84,0.23,0.31,0.1,0.34,0.72,0.47,2.92,1.16,0.3,28.9,94.77,81.68,2.46,-1.82,40.73,36.08,4.02,1.11,-0.05,-0.01,-0.03,0.02,-0.03,-0.02,-0.07,-0.05,-0.1,0.01,0.24,-0.15,-0.23,-0.46,0.09,-0.32,-0.22,0.02,-0.02,0.01,-2.6,-0.35,-5.94,0.01,1.01,0.88,-0.01,-0.04,-0.1,0.03,-0.12,-0.1,0.01,-0.11,-0.02,-0.04,-0.59,-0.02,-0.07,0.15,-0.01,0.02,-0.01,-0.03,-0.08,-0.03,-0.05,-0.1,-0.02,-0.07,-0.06,0,1,1,0,0,50.12,3,-0.0,-12.46
2023-11-21,LEN,126.78,0.3,1,124.97,110.75,118.39,113.21,113.88,3.16,119.92,109.08,116.74,122.17,128.49,117.08,114.16,107.0,90.45,11,0,8729603000,2186180000,1108996000,-107082000,consumer cyclical,1526378000,82,35427149640,3461111000,82,23725000,3921865000,-460754000,3.52,8490449266,10227576984,34966395640,131.27,7,102.9,26,28.37,0.84,0.04,131.27,7,102.9,26,28.37,0.84,0.04,131.27,7,118.92,12,12.35,0.64,0.04,133.24,130,123,100.95,229,203,32.29,0.8,0.05,0.17,0.88,0.88,1.0,0.1,4.06,0.3,36.03,118.21,29.13,-0.01,-0.1,22.91,15.99,4.01,3.46,-0.59,0.11,0.07,0.01,0.1,-0.04,0.01,0.06,0.1,0.02,27.44,17.7,5.02,1.54,-0.43,1.94,2.1,0.92,-0.05,0.11,0.55,2.53,-4.59,0.06,1.06,1.08,0.16,0.09,0.04,-0.01,0.08,0.11,0.18,0.4,0.1,0.03,2.65,-0.07,-0.04,-0.05,0.26,0.01,0.11,0.07,0.12,0.1,0.06,0.1,-0.04,0.01,0.05,1,0,4,1,0,48.29,2,0.0,38.16
2023-11-21,NRG,45.2,0.95,1,46.54,36.15,39.68,36.72,41.76,1.07,45.49,40.95,38.98,36.88,37.57,34.1,32.62,35.13,32.15,11,0,7946000000,1525000000,343000000,-121000000,utilities,921000000,52,9407518940,11900000000,52,14000000,401000000,11499000000,2.55,10950684825,8100156584,20906518940,48.58,5,35.98,99,12.6,0.73,0.07,48.58,5,40.1,29,8.48,0.6,0.07,48.58,5,44.9,0,3.68,0.08,0.07,48.58,5,0,30.5,242,143,18.08,0.81,0.07,0.12,0.47,0.7,0.67,1.26,1.18,0.95,17.73,18.68,15.78,1.22,-0.35,22.7,13.71,2.63,1.16,-0.02,0.08,0.14,-0.03,0.11,0.05,0.14,0.17,0.27,0.02,-1.16,4.25,3.11,2.77,1.91,2.22,2.1,0.09,-0.68,0.06,-1.27,0.37,0.45,-0.01,0.99,1.33,0.1,0.16,0.23,0.2,0.33,0.39,0.29,0.41,0.11,0.17,-0.34,0.05,0.06,-0.02,0.01,-0.03,0.08,0.14,0.23,0.11,0.17,0.27,0.05,0.14,0.08,1,0,3,0,0,18.2,1,0.01,44.76
2023-11-21,PFE,30.3,0.98,0,29.84,38.56,33.87,36.85,31.82,0.51,30.29,32.38,33.87,36.04,36.28,39.45,37.45,40.96,52.26,11,2682000000,13232000000,2629000000,-2394000000,-2314000000,healthcare,-1097000000,51,171104100000,63596000000,51,574000000,3148000000,60448000000,-0.08,13339865032,14369218000,231552100000,37.8,120,28.93,8,8.87,0.15,0.25,31.41,15,28.93,8,2.48,0.55,0.04,31.3,13,28.93,8,2.37,0.58,0.03,42.22,230,110,28.93,8,0,13.29,0.1,0.39,-0.08,0.19,0.67,0.28,0.37,12.93,0.98,-379.52,-386.47,-29.89,0.35,0.97,-211.08,88.08,17.5,11.91,-1.02,-0.05,-0.11,0.02,-0.06,-0.06,-0.14,-0.12,-0.19,0.02,0.04,-2.08,-1.78,-1.91,-1.5,-1.83,-1.19,0.17,-0.05,0.17,-1.02,0.17,0.28,0.0,1.0,0.77,-0.06,-0.11,-0.16,-0.16,-0.23,-0.19,-0.26,-0.42,-0.06,-0.11,-0.39,-0.04,-0.06,-0.01,-0.28,0.02,-0.05,-0.11,-0.18,-0.06,-0.12,-0.19,-0.06,-0.14,-0.08,0,1,1,0,0,-222.25,5,0.0,-42.9
2022-07-19,UAL,41.47,0.23,0,37.88,44.23,42.28,44.15,40.81,1.65,36.49,40.26,44.23,43.75,36.66,47.98,46.38,42.66,46.42,7,0,12112000000,3025000000,329000000,0,industrials,1468000000,19,13557661155,38010000000,19,1642000000,16885000000,21125000000,1.85,12122748342,12743130445,34682661155,53.12,88,33.73,19,19.39,0.4,0.28,41.56,0,33.73,19,7.84,0.99,0.0,41.56,0,35.18,8,6.38,0.99,0.0,53.12,88,0,30.54,133,114,22.58,0.48,0.28,0.12,0.35,0.86,0.4,2.8,1.12,0.23,22.36,98.01,87.56,1.56,0.0,23.63,11.47,2.86,1.06,-0.06,0.02,-0.02,0.09,-0.07,-0.03,-0.08,-0.1,-0.14,0.04,19.92,1.21,-1.38,-0.76,1.2,-1.3,-0.82,0.41,-0.13,0.08,15.46,-1.88,-1.63,0.14,1.14,0.86,0.03,-0.06,-0.05,0.13,-0.14,-0.11,-0.03,-0.11,-0.09,-0.17,-0.46,-0.09,0.01,0.19,-0.0,0.09,0.02,-0.02,-0.06,-0.07,-0.1,-0.14,-0.03,-0.08,-0.04,0,1,2,0,0,38.86,1,-0.0,-18.4
2021-09-27,NUE,103.92,0.5,0,102.5,79.9,104.52,84.54,109.09,4.87,108.84,119.94,94.13,97.49,102.24,79.08,70.9,59.03,49.05,9,0,8789164000,2473503000,1500192000,-122638000,basic materials,2266809000,86,30189799200,5388209000,86,0,2722656000,2665553000,4.79,8256907924,10146115924,32855352200,128.81,45,87.71,70,41.1,0.39,0.24,123.41,28,93.33,6,30.08,0.35,0.19,110.5,11,93.33,6,17.17,0.62,0.06,128.81,45,0,47.94,241,171,80.87,0.69,0.24,0.26,0.37,0.51,0.73,0.18,3.43,0.5,21.7,43.74,12.73,0.09,-0.08,14.49,13.28,3.74,2.98,-0.46,-0.05,-0.01,0.01,-0.06,0.04,0.29,-0.02,0.21,0.05,-19.68,-16.02,4.9,2.14,0.42,4.97,5.5,0.23,-0.55,0.23,0.23,-4.27,4.1,-0.05,0.95,1.31,-0.13,0.1,0.07,0.02,0.31,0.47,0.76,1.12,-0.09,0.16,-1.59,0.27,-0.03,-0.05,0.45,0.01,-0.05,-0.01,0.23,-0.06,-0.02,0.21,0.04,0.29,0.24,1,0,2,0,0,23.3,1,0.0,108.97
2023-02-16,CAH,78.64,0.3,0,78.77,66.66,75.96,67.84,77.95,0.79,77.55,77.15,79.15,77.44,68.88,68.78,64.34,53.2,53.19,2,0,51469000000,1663000000,-130000000,-129000000,healthcare,58000000,47,20131840000,5262000000,47,71000000,3654000000,1608000000,1.14,50722155778,49708809158,21739840000,81.57,101,68.01,122,13.56,0.78,0.04,80.44,13,73.86,23,6.58,0.73,0.02,80.44,13,76.61,9,3.83,0.53,0.02,81.57,101,0,50.4,244,122,31.17,0.91,0.04,0.0,0.21,0.44,0.49,0.26,0.39,0.3,68.9,227.59,581.85,0.08,0.99,374.82,13.07,0.42,0.4,0.01,0.01,0.04,-0.0,0.01,0.03,0.15,0.04,0.16,0.01,4.36,1.49,-0.26,0.4,2.44,1.97,2.38,0.09,-0.03,0.12,1.93,-6.84,-0.84,0.01,1.01,1.14,0.02,-0.01,0.02,0.14,0.14,0.22,0.48,0.48,0.01,-0.02,-1.26,-0.03,0.02,0.12,0.21,-0.0,0.01,0.04,0.16,0.01,0.04,0.16,0.03,0.15,0.12,1,0,3,0,0,171.1,1,0.0,48.09
2021-10-07,F,14.89,0.67,1,14.25,12.08,13.95,12.7,13.47,0.26,13.68,13.05,13.88,14.93,14.67,11.82,12.41,12.0,7.83,10,0,35683000000,5626000000,1832000000,0,consumer cyclical,3844000000,7,59545110000,145873000000,7,774000000,27429000000,118444000000,0.27,38212475000,41230363400,177989110000,15.8,121,12.38,48,3.42,0.73,0.06,14.95,0,12.62,24,2.33,0.97,0.0,14.95,0,13.64,13,1.31,0.95,0.0,16.45,125,4,11.13,226,178,5.32,0.71,0.1,0.11,0.44,0.64,0.68,2.45,1.67,0.67,55.32,83.1,49.8,1.99,0.0,46.3,31.64,4.99,1.44,-0.22,0.11,0.07,0.04,0.06,-0.03,0.06,0.02,0.12,0.02,4.84,1.84,0.5,-0.01,0.06,0.61,0.41,0.05,-0.01,0.02,1.63,2.64,-1.24,0.09,1.09,1.26,0.14,0.07,-0.0,0.01,0.26,0.2,0.24,0.9,0.05,-0.01,-4.35,-0.06,-0.07,0.02,0.58,0.04,0.11,0.07,0.17,0.06,0.02,0.12,-0.03,0.06,0.1,1,0,4,1,0,54.09,3,-0.0,81.99
2023-02-15,CAH,78.58,0.3,0,78.54,66.66,75.84,67.74,77.96,1.09,77.51,77.15,79.31,77.42,68.88,69.23,63.3,53.2,53.16,2,0,51469000000,1663000000,-130000000,-129000000,healthcare,58000000,46,20116480000,5262000000,46,71000000,3654000000,1608000000,1.14,50722155778,49708809158,21724480000,81.57,100,68.01,121,13.56,0.78,0.04,80.44,12,73.86,22,6.58,0.72,0.02,80.44,12,74.59,13,5.85,0.68,0.02,81.57,100,0,49.7,244,123,31.87,0.91,0.04,0.0,0.21,0.43,0.49,0.26,0.39,0.3,68.85,227.41,581.85,0.08,0.99,374.56,13.06,0.42,0.4,0.01,0.01,0.04,0.0,0.01,0.03,0.15,0.04,0.16,0.01,4.28,1.43,-0.37,0.39,2.43,1.87,2.55,0.09,-0.03,0.12,1.99,-4.92,-0.84,0.01,1.01,1.14,0.02,-0.01,0.01,0.14,0.14,0.24,0.48,0.48,0.0,-0.02,-1.21,-0.03,0.02,0.12,0.19,0.0,0.01,0.04,0.16,0.01,0.04,0.16,0.03,0.15,0.12,1,0,4,1,0,170.97,1,0.0,47.74
2021-10-12,AIG,57.4,0.35,0,56.69,46.87,51.73,48.27,54.34,1.01,55.55,54.71,50.21,47.18,52.84,49.74,46.68,46.97,34.42,10,0,12810000000,10570000000,1660000000,-276000000,financial services,3724000000,12,48948726096,31550000000,12,-3596000000,2699000000,28851000000,0.88,12429874584,11470575788,77799726096,58.86,1,44.54,85,14.32,0.9,0.03,58.86,1,52.0,22,6.86,0.79,0.03,58.86,1,54.81,11,4.05,0.64,0.03,58.86,1,0,41.17,237,152,17.69,0.92,0.03,0.29,0.39,0.81,0.48,0.64,3.82,0.35,65.04,187.57,49.09,0.59,-0.17,20.89,7.36,6.07,4.27,0.45,0.06,0.11,0.01,0.04,0.05,0.13,0.1,0.17,0.02,7.4,2.69,3.59,3.41,1.14,1.53,1.79,0.15,-1.46,0.07,1.75,-0.25,1.99,0.03,1.03,1.15,0.05,0.14,0.22,0.09,0.15,0.23,0.22,0.67,0.02,0.11,-0.86,0.09,0.06,-0.11,0.36,0.01,0.06,0.11,0.19,0.04,0.1,0.17,0.05,0.13,0.07,1,0,4,1,0,70.22,3,0.0,64.7
2021-10-12,COP,73.41,0.44,0,71.47,52.65,59.26,54.74,60.05,2.22,67.46,55.85,56.16,60.36,59.24,54.62,52.48,56.76,31.61,10,0,11326000000,4086000000,2379000000,-579000000,energy,5331000000,12,96550667250,19668000000,12,32000000,9833000000,9835000000,1.52,10724238544,13453129850,106385667250,75.52,1,51.41,54,24.11,0.91,0.03,75.52,1,56.3,22,19.22,0.89,0.03,75.52,1,66.61,13,8.91,0.76,0.03,75.52,1,0,47.51,235,181,28.01,0.92,0.03,0.47,0.69,0.86,0.8,0.2,8.52,0.44,48.29,110.39,12.95,0.1,-0.24,19.96,26.04,9.39,7.18,-1.35,0.22,0.24,0.03,0.19,0.01,0.1,0.21,0.31,0.03,23.8,17.56,8.62,4.35,3.54,3.76,3.49,0.41,-2.11,0.11,0.36,1.04,0.23,0.09,1.09,1.34,0.31,0.31,0.22,0.24,0.34,0.4,0.29,1.32,0.21,0.2,0.03,-0.01,-0.07,0.02,0.66,0.03,0.22,0.24,0.34,0.19,0.21,0.31,0.01,0.1,0.08,1,0,4,1,0,51.17,4,0.0,126.1
2021-10-12,F,15.64,0.67,1,14.61,12.24,14.04,12.8,13.54,0.5,14.04,12.98,13.81,14.66,15.36,11.56,12.48,12.52,7.99,10,0,35683000000,5626000000,1832000000,0,consumer cyclical,3844000000,12,62544360000,145873000000,12,774000000,27429000000,118444000000,0.27,38212475000,41230363400,180988360000,15.68,0,12.38,53,3.3,0.99,0.0,15.68,0,12.62,29,3.06,0.99,0.0,15.68,0,13.89,6,1.79,0.98,0.0,16.45,130,130,11.13,231,178,5.32,0.85,0.05,0.11,0.58,0.62,0.93,2.33,1.75,0.67,58.1,87.29,49.8,1.89,0.0,47.08,32.17,5.07,1.52,-0.24,0.16,0.11,0.07,0.08,-0.04,0.06,0.04,0.14,0.03,6.4,2.66,0.92,0.33,0.07,0.82,0.53,0.06,-0.01,0.02,1.41,1.91,3.67,0.11,1.11,1.35,0.2,0.13,0.07,0.02,0.35,0.25,0.25,0.96,0.08,0.02,3.9,-0.06,-0.06,-0.05,0.56,0.07,0.16,0.11,0.22,0.08,0.04,0.14,-0.04,0.06,0.1,1,0,4,1,0,56.16,3,0.0,82.85
2024-05-24,UBER,64.26,0.42,0,65.16,58.13,71.2,60.6,71.61,0.95,67.29,72.06,77.97,75.72,63.85,61.92,54.06,44.11,42.33,5,790000000,10131000000,3963000000,-654000000,0,technology,-316000000,54,133562289420,11161000000,54,48000000,5827000000,5334000000,0.22,10094869025,10568275713,138896289420,82.14,81,63.25,1,18.89,0.05,0.28,73.82,18,63.25,1,10.57,0.1,0.15,67.33,8,63.25,1,4.08,0.25,0.05,82.14,81,0,40.09,211,210,42.05,0.57,0.28,-0.03,0.25,0.45,0.56,0.08,13.18,0.42,291.65,697.64,52.92,0.04,-0.0,-439.55,35.05,13.71,12.64,-0.55,-0.1,-0.1,-0.01,-0.09,0.01,0.18,-0.08,0.08,0.01,-12.12,-7.8,-6.85,-3.82,0.1,0.47,1.7,1.01,-0.22,0.11,0.55,0.14,-38.27,-0.05,0.95,1.04,-0.11,-0.18,-0.15,0.01,0.04,0.19,0.46,0.52,-0.07,-0.14,-0.52,-0.08,0.03,0.19,0.28,-0.01,-0.1,-0.1,0.06,-0.09,-0.08,0.08,0.01,0.18,0.17,1,0,1,0,0,146.2,4,-0.0,53.93
2023-07-31,MPC,133.02,0.7,1,127.34,116.97,119.65,119.28,115.86,4.14,121.64,113.43,109.4,124.96,129.57,125.12,128.3,113.91,102.75,7,0,36385000000,3836000000,2226000000,-316000000,energy,3952000000,31,52409880000,28565000000,31,269000000,7345000000,21220000000,4.55,32604664866,37665406234,73629880000,138.83,119,104.32,61,34.51,0.83,0.04,133.9,0,112.82,25,21.08,0.96,0.01,133.9,0,117.63,13,16.27,0.95,0.01,138.83,119,0,104.32,61,0,34.51,0.83,0.04,0.11,0.61,1.0,0.61,0.55,1.44,0.7,29.21,41.67,28.93,0.4,-0.14,18.63,19.19,2.02,1.39,-0.05,0.15,0.11,0.04,0.1,-0.03,-0.03,0.06,0.07,0.03,45.52,19.59,11.81,2.69,0.86,1.58,0.79,0.47,-0.05,0.47,1.32,0.66,2.11,0.09,1.09,1.06,0.17,0.22,0.06,0.03,0.06,0.04,0.17,0.29,0.07,0.11,-0.35,0.04,-0.12,-0.04,0.25,0.04,0.15,0.11,0.12,0.1,0.06,0.07,-0.03,-0.03,0.0,0,1,4,1,0,27.18,3,0.0,23.93
2023-07-31,VLO,128.91,0.48,1,123.7,123.21,119.6,125.14,115.08,4.24,117.66,113.64,112.07,120.62,133.4,133.45,142.16,123.26,120.45,7,0,34509000000,2970000000,1944000000,-367000000,energy,3454000000,31,44989590000,2337000000,31,106000000,5075000000,-2738000000,5.04,34367439386,38458651071,42251590000,142.26,119,104.18,88,38.08,0.65,0.1,131.5,0,112.16,21,19.34,0.87,0.02,131.5,0,113.7,13,17.8,0.85,0.02,150.39,185,66,104.18,88,0,46.21,0.54,0.17,0.1,0.42,0.82,0.51,0.05,1.3,0.48,25.56,53.06,40.7,-0.06,-0.19,12.23,14.23,1.22,1.17,-0.13,0.12,0.08,0.04,0.07,-0.04,-0.08,0.03,-0.01,0.03,45.0,15.27,8.42,2.76,-1.12,-0.91,-2.21,0.28,-0.12,0.28,1.95,0.81,-3.46,0.1,1.1,0.97,0.13,0.15,0.07,-0.03,-0.03,-0.09,0.05,0.07,0.04,0.05,-0.29,0.01,-0.07,-0.1,0.18,0.04,0.12,0.08,0.03,0.07,0.03,-0.01,-0.04,-0.08,-0.04,0,1,4,1,0,26.27,3,0.0,2.7
2021-07-14,HCA,218.75,0.28,1,215.63,170.83,199.23,176.35,210.14,3.92,209.62,211.32,208.03,188.57,182.28,174.02,169.19,156.97,130.86,7,0,14435000000,12055000000,1450000000,-156000000,healthcare,3197000000,14,69578250000,34339000000,14,3185000000,1120000000,33219000000,3.16,13611918646,14534946792,102797250000,221.71,2,181.91,113,39.8,0.93,0.01,221.71,2,200.42,26,21.29,0.86,0.01,221.71,2,207.16,13,14.55,0.8,0.01,221.71,2,0,147.01,236,123,74.7,0.96,0.01,0.22,0.29,0.53,0.53,0.49,4.82,0.28,69.16,243.26,50.47,0.48,-0.11,32.15,8.53,7.12,4.79,-0.03,0.04,0.1,0.01,0.03,0.05,0.19,0.08,0.22,0.02,36.52,7.43,5.36,10.06,9.12,8.95,8.26,0.33,-1.48,0.3,3.92,0.39,0.1,0.04,1.04,1.26,0.04,0.05,0.16,0.2,0.26,0.29,0.39,0.67,-0.01,0.01,-2.05,0.02,0.1,0.03,0.29,0.01,0.04,0.1,0.24,0.03,0.08,0.22,0.05,0.19,0.13,1,0,4,1,0,88.28,3,0.0,64.78
2021-07-14,NUE,95.08,0.5,0,95.63,66.26,86.54,69.46,99.85,1.5,95.76,107.22,96.52,79.81,64.62,53.07,55.73,55.96,44.61,7,0,8789164000,2473503000,1500192000,-122638000,basic materials,2266809000,11,27621690800,5388209000,11,0,2722656000,2665553000,4.79,8256907924,10146115924,30287243800,110.97,43,66.92,113,44.05,0.64,0.17,102.9,29,91.64,8,11.26,0.31,0.08,98.8,2,91.64,8,7.16,0.48,0.04,110.97,43,0,47.94,166,53,63.03,0.75,0.17,0.26,0.18,0.7,0.26,0.2,3.14,0.5,19.86,40.02,12.73,0.1,-0.08,13.36,12.24,3.45,2.72,-0.42,-0.05,0.1,-0.01,-0.04,0.15,0.44,0.11,0.38,0.02,-2.72,-12.14,-0.72,5.09,7.61,8.4,6.56,0.25,-0.37,0.28,-0.78,15.86,-0.33,-0.01,0.99,1.79,-0.11,-0.01,0.19,0.47,0.79,0.71,0.7,1.13,-0.11,-0.01,12.57,0.11,0.21,0.24,0.25,-0.01,-0.05,0.1,0.37,-0.04,0.11,0.38,0.15,0.44,0.25,1,0,2,0,0,21.37,1,0.01,114.37
2021-07-14,COP,57.67,0.38,0,60.21,46.03,55.86,47.58,58.42,1.54,60.79,59.7,55.27,52.1,56.76,44.78,44.2,42.27,39.12,7,0,9556000000,3312000000,2091000000,-583000000,energy,5231000000,14,76832933620,20010000000,14,420000000,6608000000,13402000000,1.1,9905632056,10724238544,90234933620,63.57,13,47.85,84,15.72,0.62,0.1,63.57,13,57.34,0,6.23,0.05,0.1,63.57,13,57.34,0,6.23,0.05,0.1,63.57,13,0,36.4,240,156,27.17,0.78,0.1,0.55,0.23,0.58,0.4,0.26,8.04,0.38,52.42,137.32,17.08,0.17,-0.28,17.25,27.24,9.44,7.16,-0.88,-0.01,0.03,-0.04,0.03,0.05,0.23,0.08,0.27,0.03,-12.48,-2.03,1.2,1.86,0.23,2.58,2.24,0.12,-0.45,0.09,5.15,-2.69,7.16,-0.05,0.95,1.29,-0.03,0.04,0.11,0.02,0.29,0.3,0.36,0.47,0.02,0.1,-0.82,0.08,0.06,-0.08,0.13,-0.04,-0.01,0.03,0.21,0.03,0.08,0.27,0.05,0.23,0.17,1,0,2,0,0,58.56,4,0.0,53.91
2021-07-14,DELL,47.31,0.27,1,49.6,40.8,48.2,42.16,50.48,1.17,50.42,52.18,49.64,46.24,43.27,39.84,37.67,36.17,30.79,7,619000000,22590000000,5264000000,887000000,0,technology,2602000000,75,36097530000,48914000000,75,0,15174000000,33740000000,1.6,23404499004,25567975955,69837530000,53.0,34,42.96,113,10.04,0.43,0.12,52.39,28,47.18,0,5.21,0.02,0.11,51.09,5,47.18,0,3.91,0.03,0.08,53.0,34,0,33.24,240,127,19.76,0.71,0.12,0.12,0.26,0.51,0.52,1.36,1.6,0.27,29.51,110.03,68.86,0.93,0.0,26.84,13.27,3.09,1.41,-0.19,-0.06,-0.02,-0.05,-0.02,0.05,0.2,0.03,0.18,0.02,-12.44,-4.87,-1.16,0.36,1.01,1.49,1.61,0.04,-0.17,0.06,1.55,3.18,-0.65,-0.06,0.94,1.19,-0.09,-0.05,0.02,0.09,0.19,0.26,0.31,0.54,-0.03,0.02,-3.15,0.05,0.07,0.07,0.22,-0.05,-0.06,-0.02,0.12,-0.02,0.03,0.18,0.05,0.2,0.14,1,0,1,0,0,44.91,2,0.0,61.09
